g0	c1	c2	c3	c4	c5	c6	c7	c8	c9	c10	c11	c12	c13	c14	c15	c16	c17	c18	c19	c20	
g144	-1.03	2.22	-6.67	0.88	-1.3	-0.4	-0.46	-0.89	1.28	-1.83	-0.17	0.23	0.0	-1.65	0.38	2.11	-0.06	-0.41	0.14	0.04	
g145	-1.84	2.46	-2.12	-0.8	-5.14	-1.37	-3.79	-0.5	5.08	-0.94	-0.34	0.18	-0.78	-0.62	1.25	-0.57	1.98	-0.34	-0.07	1.1	
g146	-1.49	1.85	-2.3	0.46	0.55	-1.73	-1.76	0.6	0.92	2.26	-0.31	-0.41	0.47	-0.54	-0.56	-0.89	-0.78	-0.15	0.53	0.58	
g147	2.22	1.35	0.43	0.02	-1.29	-1.46	0.71	0.16	-0.26	-1.0	-0.06	0.02	0.69	-0.67	-0.1	1.58	0.1	-0.28	0.3	-0.39	
g148	0.41	1.0	-3.5	-1.85	-4.04	-1.31	-0.17	-0.66	-2.69	-0.94	-0.69	-0.47	-0.62	-0.06	-0.65	1.3	-0.64	-0.56	0.3	-0.21	
g149	-0.3	0.59	-5.29	-1.97	-1.21	0.23	-4.96	2.11	3.53	0.95	1.54	2.21	-0.55	-1.72	-2.38	-1.8	-2.79	-2.35	-0.83	6.62	
g150	-3.39	1.68	-1.18	-2.67	0.31	-1.83	2.96	-3.66	2.48	-0.2	-0.38	-0.61	-2.72	-0.8	-0.22	-1.38	1.2	-0.22	-0.18	-1.5	
g151	-0.14	2.41	0.0	1.08	4.11	-0.81	-3.73	0.2	-0.21	1.55	0.32	0.92	-0.83	1.47	-0.32	0.64	-0.51	1.06	0.35	-0.73	
g152	1.01	1.11	0.25	3.7	-2.12	-2.34	-0.32	-1.33	-0.76	0.19	-0.73	0.22	0.31	1.06	-1.41	2.52	1.06	-0.34	0.29	-0.15	
g153	-4.46	2.2	-0.94	-0.61	-1.75	-0.16	0.16	5.53	1.25	0.13	-0.61	-0.04	0.33	-2.24	-0.65	3.14	1.17	-0.66	0.54	0.57	
g154	-0.78	0.3	-0.28	-0.54	0.92	-0.61	-4.34	-0.1	0.48	-0.31	-0.49	-0.45	0.68	-2.77	-0.46	-0.61	-1.01	-0.93	1.46	-0.34	
g155	-0.53	1.42	0.59	0.43	-0.49	0.32	-1.85	-0.35	0.53	-0.64	-0.55	-1.01	0.77	-0.42	-2.27	0.55	-1.14	-0.63	-0.13	-1.22	
g156	-0.28	3.44	-4.35	-1.09	-5.44	-1.26	0.02	-1.13	0.58	-2.1	-0.76	-0.78	-0.32	0.79	0.71	-4.54	2.47	-0.33	-0.15	-0.94	
g157	0.01	1.36	0.3	0.7	0.24	0.13	-1.38	-3.26	0.7	-0.84	0.12	-0.09	0.16	-1.04	-0.5	2.74	1.32	-0.65	0.03	1.61	
g158	-1.03	5.25	0.1	2.29	1.99	1.03	-2.5	0.52	-0.18	5.35	-0.68	-0.22	0.95	-3.23	-0.38	-0.38	4.05	1.04	-0.63	-1.1	
g159	-0.92	-2.03	-1.61	-3.25	-3.22	-3.88	-2.92	-4.07	-0.75	0.78	-1.15	-1.63	-2.7	0.14	2.13	-3.56	1.19	-0.63	-2.04	-3.86	
g160	0.03	1.59	-3.0	-2.63	0.1	-0.13	0.68	1.27	2.77	2.17	0.22	0.87	0.43	0.85	0.46	-2.1	-0.53	1.98	-0.02	-1.93	
g161	0.32	0.54	1.15	-0.65	-1.36	-0.53	4.48	-1.12	-1.0	-1.25	0.01	1.97	0.25	-1.06	-1.29	-0.85	-1.02	-0.2	0.03	2.18	
g162	0.33	2.36	2.4	-0.92	-1.05	-1.46	0.2	-2.62	-0.61	-1.57	-1.43	-1.77	2.64	0.82	-0.81	-0.32	-0.54	-1.26	-0.04	-0.41	
g163	-2.96	4.85	0.69	-2.81	-2.44	-0.53	5.14	-2.88	-0.05	-1.41	-0.6	1.93	-0.49	1.97	-0.61	0.61	-1.16	-1.62	-0.37	-0.42	
g164	-1.29	0.36	1.41	-1.89	1.15	0.35	-1.12	-1.92	-1.01	-0.45	-0.28	2.53	-0.16	0.26	0.83	-1.62	-0.67	3.16	0.32	-0.86	
g165	0.96	1.36	-2.83	1.85	0.83	-0.45	0.63	-0.59	-0.67	0.02	-0.31	0.65	1.08	-0.58	-1.3	0.79	-1.3	0.62	0.6	1.86	
g166	0.22	2.3	-2.28	0.41	0.3	2.1	2.55	2.1	-1.6	-2.4	-0.66	0.35	-0.34	-1.57	-4.12	-2.22	-0.07	-0.95	0.02	0.68	
g167	-2.16	1.63	-0.89	-0.3	-2.82	-0.94	1.61	-1.32	-0.01	-2.05	-0.38	1.63	1.63	-4.75	-7.96	1.29	0.76	-0.35	-0.51	-0.39	
g168	-1.2	4.64	-2.71	1.48	0.64	-0.05	0.72	-1.66	-0.7	0.0	-4.9	-0.15	0.11	2.42	-2.05	-2.8	0.09	-0.53	0.4	-0.48	
g169	0.83	0.17	-1.51	0.11	-0.56	-0.27	-1.1	-0.18	-0.69	-1.12	-0.46	-0.64	-1.71	-0.66	-1.5	-0.05	-1.69	-0.26	0.4	-1.2	
g170	0.04	-0.71	0.64	-1.14	0.17	0.26	0.9	-0.44	-0.39	-0.66	-0.15	-0.61	-2.13	-0.99	-0.08	-0.07	-1.0	-0.32	0.16	-2.93	
g171	-2.62	2.88	0.52	1.12	-1.75	-0.07	0.71	0.06	2.18	-0.37	0.12	0.85	-1.76	-1.39	-4.27	1.35	-1.14	-0.32	0.15	-0.8	
g172	0.41	1.55	-0.59	-0.48	0.27	-1.53	-0.59	-0.21	-0.27	-0.78	-0.13	-1.01	-0.19	-1.55	1.03	0.55	-0.5	-0.38	0.0	-2.56	
g173	1.94	4.84	0.4	0.75	4.51	-1.79	-1.18	2.68	0.79	1.64	-0.3	-1.05	0.95	-0.14	1.58	1.87	0.42	0.4	0.03	0.17	
g174	0.15	-0.74	0.33	0.88	0.48	0.23	-5.8	-1.18	-0.53	0.77	-0.41	2.42	0.91	1.51	1.32	-0.32	0.06	0.03	0.26	1.46	
g175	-0.21	-0.23	-1.16	-0.33	-0.53	-0.96	-1.88	-1.38	-1.55	-0.88	-0.28	-1.05	-4.2	-0.83	-1.95	-2.24	-0.79	-0.07	0.21	-0.51	
g176	-3.52	3.08	-2.14	-0.89	-0.44	3.71	-0.29	4.5	-2.68	0.62	-0.51	0.4	3.52	-1.37	-0.3	0.82	0.61	0.71	-0.04	0.7	
g177	2.14	2.81	1.83	0.44	-0.65	3.04	-2.66	-0.72	-1.94	-0.37	4.3	1.38	2.86	1.35	0.79	0.31	-4.07	-2.67	2.29	-2.22	
g178	0.64	1.22	0.76	0.64	-1.58	0.01	-0.97	-1.16	-1.32	4.16	-2.23	-0.03	1.75	-4.95	1.02	-0.45	0.52	0.14	-0.07	-3.58	
g179	0.19	0.43	0.73	1.65	-0.49	-0.03	-0.21	-0.45	-1.03	-1.03	-0.75	-0.97	-1.53	-0.72	-0.18	-1.71	1.07	-0.44	0.1	-1.47	
g180	1.2	0.64	3.51	-0.09	4.58	3.48	-3.57	0.42	-0.24	-1.91	-0.76	1.35	-0.23	2.95	-0.53	2.61	-0.1	-0.66	-0.12	0.16	
g181	-1.0	-0.11	0.06	-2.29	-4.07	-0.59	-0.82	2.64	-0.83	1.17	0.24	2.98	-0.1	0.46	0.39	3.38	0.79	-0.43	0.06	0.45	
g182	-2.32	0.92	2.87	-0.74	-2.3	0.3	0.04	-2.1	4.67	0.6	0.18	0.02	2.26	-4.12	0.71	1.01	-0.58	-0.32	0.52	2.12	
g183	2.48	1.42	3.33	-1.04	-1.37	-0.62	-0.83	0.67	-2.25	-2.08	-1.39	-0.45	-0.23	-0.22	0.67	1.89	0.16	-1.04	-0.9	2.1	
g184	0.11	0.99	1.04	-0.14	-0.06	2.04	0.58	-2.91	-0.9	1.28	0.93	-1.47	-1.41	-1.32	0.04	1.53	0.39	2.86	0.54	1.55	
g185	0.9	-0.92	-1.58	-2.29	0.36	-0.18	-1.92	0.27	0.75	0.35	0.18	0.46	1.34	-0.57	-1.94	0.22	-2.21	-0.36	-0.37	-3.39	
g186	1.52	-0.93	-0.95	-2.62	-0.37	-0.23	-0.97	-0.61	0.55	-0.46	-0.26	-0.2	1.53	0.48	4.66	-1.27	-1.71	-0.38	0.21	-4.21	
g187	0.0	-0.44	-1.4	-2.46	0.03	-0.05	-1.69	0.26	1.13	-0.25	0.12	0.29	1.37	-0.42	-0.93	-1.01	-0.32	-0.93	-0.48	-3.12	
g188	-2.83	-1.55	-1.08	-2.19	-0.65	0.07	-2.72	0.04	1.0	0.51	0.45	0.56	-0.58	-3.55	-2.12	-1.32	-1.92	-0.82	-0.37	-2.08	
g189	0.28	0.01	-1.36	-2.34	-0.75	2.53	-0.39	-0.34	0.38	0.74	-0.54	1.6	-2.69	1.3	-2.04	0.14	-6.02	-3.72	-3.91	-3.87	
g190	1.54	0.18	4.63	-0.05	6.62	-1.64	-3.21	-0.61	1.66	-0.75	-1.04	-0.14	1.32	-1.61	0.48	2.91	1.58	0.02	-0.88	1.34	
g191	0.76	0.15	-1.21	1.39	0.77	-0.83	-2.05	4.26	-0.77	-0.82	-1.63	0.03	-0.13	0.4	3.11	1.15	1.47	-2.29	-0.42	2.1	
g192	1.83	3.84	-0.61	-0.69	2.83	2.11	1.17	-0.75	-0.9	3.64	-0.55	1.44	1.62	0.34	-0.41	1.1	-0.62	0.32	0.59	0.03	
g193	-1.14	-0.78	-0.3	0.92	2.32	0.12	-2.08	-3.43	1.34	3.95	0.2	1.14	2.2	1.48	6.7	0.33	-0.59	2.38	-0.6	1.31	
g194	0.68	-3.24	1.57	0.92	-4.91	2.51	-1.15	1.09	-1.22	0.01	0.26	2.56	-0.1	3.48	0.15	-4.0	0.66	-0.08	0.18	0.37	
g195	1.22	0.5	-0.34	-0.07	2.98	0.98	3.66	-4.66	0.58	2.7	-0.78	0.19	1.55	1.77	3.66	-0.74	-1.9	0.11	1.59	-1.86	
g196	0.52	1.68	-0.8	-0.75	1.1	1.37	-0.56	1.48	-2.11	0.77	1.75	-0.68	1.76	-5.07	-0.16	-0.35	1.52	-0.78	0.12	1.72	
g197	-0.98	-0.53	-0.23	-0.46	4.29	1.01	-0.24	0.16	6.83	0.53	0.13	-5.06	-2.92	-8.47	1.93	-0.65	-0.45	-3.39	-3.27	-0.59	
g198	-3.83	3.27	-2.54	0.42	0.77	1.09	4.22	-1.12	-3.72	-4.07	1.89	-5.62	1.52	-1.25	-0.83	-1.1	3.97	0.99	1.93	0.65	
g199	0.78	-2.79	2.24	2.84	0.16	-2.69	1.69	-2.33	-5.4	3.34	-2.85	-2.57	3.98	-2.35	-2.98	-1.62	-3.51	-2.77	-2.94	-0.32	
g200	-3.32	-3.37	2.02	3.71	-3.05	-2.08	-3.03	-1.05	-1.42	-0.57	2.06	0.93	2.55	-2.29	0.6	2.78	-1.45	0.43	0.19	-1.34	
g201	0.84	-1.55	-0.01	1.13	-0.07	-0.09	-0.38	-0.55	1.0	-1.41	-0.18	-0.36	0.04	-0.41	0.19	-2.05	-0.15	-0.48	-0.56	-0.98	
g202	0.1	-0.76	-0.93	-2.58	-0.9	2.29	0.74	-1.39	1.25	3.71	0.39	0.24	0.96	1.61	1.63	-1.87	0.76	-0.83	-1.15	1.37	
g203	1.32	1.52	-5.56	-0.53	1.41	-0.44	-0.8	-0.62	-0.28	4.56	-0.86	-0.93	2.65	0.17	2.58	0.22	-3.66	-2.51	-1.82	4.07	
g204	2.0	1.3	0.57	-0.89	-0.7	-2.39	-0.68	-3.57	-1.7	-2.17	0.8	-1.05	1.24	-0.44	-0.48	1.64	-0.94	0.55	-0.43	0.56	
g205	1.0	0.25	0.57	1.29	-0.54	0.79	-0.66	-2.04	-0.16	-1.2	-1.11	-0.64	-0.06	-0.49	-2.01	0.36	-0.32	0.03	0.33	0.48	
g206	1.58	-0.63	1.7	-0.4	-2.4	2.58	-0.27	-0.91	0.8	1.3	0.22	1.04	-0.73	-0.8	0.0	-0.61	0.57	-0.21	0.88	0.24	
g207	-3.4	1.44	0.86	-2.24	3.36	2.43	-0.41	-0.07	1.15	1.57	3.67	6.29	1.22	0.59	1.41	-5.89	0.39	-0.69	-0.58	-1.64	
g208	0.66	0.62	0.43	0.36	-2.08	1.05	0.21	0.97	1.17	-0.54	-0.37	1.23	1.86	1.28	0.94	3.01	0.26	0.14	0.62	2.02	
g209	-4.02	1.45	-2.02	-0.27	1.44	0.01	1.05	3.25	0.2	-0.73	0.51	1.93	-0.28	0.09	1.06	0.26	0.4	-0.23	0.26	0.1	
g210	-0.52	-1.34	0.4	0.37	2.94	-0.02	-0.68	2.3	0.74	-0.62	-0.43	3.14	1.11	3.15	-2.01	0.02	-2.7	-1.36	-0.13	-1.99	
g211	-0.52	0.25	-1.76	-3.33	1.16	-0.34	0.1	-0.22	-0.85	0.25	-0.46	0.43	-1.15	-1.86	-0.4	-3.72	-0.96	-0.39	-0.58	-5.75	
g212	-2.21	1.45	-4.03	2.98	-0.82	-3.11	-1.79	-1.14	-0.02	1.58	-1.54	-0.53	0.29	-3.37	1.09	0.4	2.51	-0.28	-1.84	-1.08	
g213	0.11	0.39	2.67	0.03	-0.02	-0.78	-1.49	-2.2	0.24	0.78	-1.1	3.45	0.32	1.72	0.25	0.79	-1.7	1.24	-0.15	0.85	
g214	0.88	0.42	1.22	-0.27	1.93	1.23	0.51	-0.21	-1.99	-2.56	-1.91	-0.09	1.54	-0.72	0.23	2.75	-2.5	-2.82	-0.72	0.32	
g215	0.37	-0.04	-0.14	-3.69	-0.24	-0.01	-5.78	-1.05	-0.8	-1.19	-0.41	-0.49	-3.75	-1.14	-3.19	-1.95	-5.51	-0.75	0.32	-5.11	
g216	-0.88	0.06	0.49	-0.4	0.92	-1.52	-1.0	-2.87	-0.74	-2.62	1.36	-0.24	0.72	2.07	-1.99	0.55	-0.65	-2.13	-1.32	-1.68	
g217	0.98	-3.2	-4.0	-0.76	2.54	-3.33	2.08	-2.34	-4.29	-1.06	-0.7	-0.25	5.2	-0.22	-0.36	0.29	-1.16	-0.09	0.48	1.52	
g218	3.48	-5.26	-6.56	-0.92	1.16	-1.59	-2.48	0.45	0.62	5.09	-0.94	-2.24	-0.25	-2.04	-1.42	-0.64	0.55	-1.01	-0.87	-0.37	
g219	-0.75	2.07	-0.03	-0.32	-0.41	-0.42	-1.72	0.0	-2.32	-0.59	-0.89	-0.72	-0.51	-2.99	0.12	-0.26	0.13	-0.34	-0.33	0.49	
g220	-0.4	3.07	-2.07	-0.98	-3.36	-0.24	0.87	-0.51	-1.7	-1.03	-0.9	-0.14	0.83	-1.44	-2.3	1.4	2.91	-0.1	0.11	0.49	
g221	-2.33	2.06	-3.72	-4.71	-0.29	-0.68	1.57	-2.07	-1.69	-2.05	-1.54	-0.94	1.43	0.43	-2.63	1.14	0.19	-4.04	-0.62	-0.33	
g222	-0.86	3.34	-3.22	-2.44	-1.95	-0.18	1.32	-1.83	-1.64	0.15	-0.75	-1.66	4.83	-0.22	1.65	6.77	-0.38	-0.84	-0.23	-0.06	
g223	1.14	-0.4	-0.9	-3.28	1.21	0.7	-1.53	0.54	0.5	0.71	-0.01	0.25	-6.49	1.01	-2.39	-2.04	-1.55	-0.8	0.48	-1.4	
g224	-1.83	0.96	-0.91	0.98	-3.33	-0.76	-1.17	-0.3	-2.27	-1.95	-1.03	-0.34	0.33	-0.04	-0.89	0.91	1.25	-1.0	-0.39	-0.33	
g225	0.28	4.85	-1.82	-0.6	-1.71	-2.11	1.95	0.1	2.2	-0.82	-0.22	-0.13	1.26	-1.72	-1.67	0.18	-0.18	-0.54	-0.66	0.4	
g226	-0.8	0.65	2.41	-2.02	1.32	-0.35	-0.72	-0.69	-1.71	-2.06	-0.85	-1.11	-0.72	-0.35	-0.72	0.02	-0.43	-0.76	0.04	1.41	
g227	0.22	0.6	0.65	-1.48	1.61	-0.16	-2.85	-0.38	-0.12	-0.08	-0.61	-0.81	3.79	0.5	-0.14	-2.08	-1.1	-0.88	-0.4	-0.71	
g228	0.16	1.76	-1.74	-3.24	-0.03	-1.21	-5.03	-4.68	-1.95	-3.26	-1.98	-1.93	-1.66	-1.88	-1.56	-0.08	-1.5	-1.7	-1.63	-0.98	
g229	0.02	-2.81	-4.1	-5.6	-1.93	-0.79	-2.51	-1.64	0.41	-0.61	-1.04	0.06	-4.27	-2.15	-4.72	-0.63	-4.13	-0.56	-0.97	-3.06	
g230	-0.37	2.23	2.92	-0.89	-2.93	5.14	-0.82	0.99	2.1	5.1	1.1	1.68	-1.66	-0.91	-0.32	-2.59	2.51	-0.56	0.45	0.98	
g231	-4.67	1.61	-0.21	-0.1	-2.95	-1.26	-1.15	-1.53	-0.58	-1.02	-1.39	-0.91	-2.58	-1.02	-0.18	-0.78	0.02	-0.7	-0.76	-0.7	
g232	-0.24	-0.28	-1.13	4.35	-0.6	3.17	-1.29	-0.93	-0.22	-0.34	0.44	0.31	-1.02	-0.18	-0.76	2.15	-1.3	-0.96	0.06	-2.59	
g233	-1.0	4.82	-0.26	-1.51	-0.66	1.18	2.4	0.71	2.08	0.35	0.79	0.96	3.67	-1.27	-2.05	-0.52	-1.13	-0.01	-2.77	0.18	
g234	0.03	0.61	-0.94	3.56	0.88	-0.84	-0.25	0.2	-0.92	-0.11	-0.64	-0.92	-0.93	4.06	1.92	1.29	-0.5	-1.12	2.07	-1.56	
g235	0.89	0.53	-4.16	-3.13	1.96	1.57	-0.3	1.01	-1.41	-1.97	-1.61	-1.22	2.22	1.41	-0.09	-1.7	-0.54	-0.67	-1.18	-0.45	
g236	-0.42	-0.59	-2.09	-1.45	-0.7	0.21	-5.87	1.42	-1.3	-0.29	0.23	-0.14	0.21	-0.14	0.12	0.35	-4.96	-1.73	-1.05	-1.18	
g237	0.98	0.25	0.51	-2.3	4.82	2.89	-0.63	1.73	1.8	1.55	1.66	2.73	1.14	0.93	-0.52	-1.23	-0.74	-0.07	-1.31	-0.43	
g238	0.25	-0.32	-2.5	-2.25	-0.89	-1.32	-2.81	-1.56	-0.46	-0.43	-0.84	-0.57	-4.0	0.93	0.27	-0.66	-1.63	-1.35	-0.93	-2.12	
g239	1.69	-2.7	0.01	-0.22	-3.35	2.69	-1.59	0.01	-0.94	0.2	-0.81	0.69	-1.53	0.26	-0.44	1.92	0.26	0.15	0.06	0.7	
g240	0.57	-1.19	-3.23	-0.97	-2.89	1.99	-0.85	0.88	-0.07	2.32	1.36	1.71	-0.97	-2.93	-3.71	1.72	-0.16	0.6	-1.11	-0.76	
g241	-1.02	1.0	-0.18	1.35	-1.49	0.4	-0.71	-0.87	4.06	-1.08	-0.19	0.13	-2.28	-4.69	0.83	-1.06	1.58	0.58	-0.73	-1.89	
g242	0.14	-0.16	0.22	-0.52	-2.34	-0.66	-0.27	0.01	2.29	0.57	1.36	1.44	-0.46	2.55	-0.57	-0.54	0.09	-0.85	-0.58	-1.47	
g243	0.52	0.0	-1.02	7.23	2.02	2.48	1.57	2.31	1.46	2.4	1.6	1.76	1.69	-1.08	-0.36	0.49	0.19	-0.78	-0.32	-2.33	
g244	-0.41	-5.17	-1.47	-1.41	0.42	0.8	-4.05	-0.61	-0.74	-0.16	0.64	0.41	-2.52	-0.52	-0.61	-2.7	0.24	-0.38	-0.57	-0.27	
g245	1.61	0.3	-0.07	-1.14	-0.04	0.94	0.83	3.71	2.14	1.83	0.92	2.06	-0.05	1.16	0.52	3.97	-1.56	-0.13	-0.66	-0.75	
g246	0.38	0.53	-0.81	-1.4	-0.39	1.11	-2.28	1.81	4.4	-0.71	-0.41	0.46	1.41	-0.73	1.49	-3.05	-0.32	-0.07	0.04	-1.25	
g247	0.13	0.67	0.89	4.15	-0.43	-3.13	1.87	-1.71	-0.23	-1.09	0.06	0.8	-2.0	-0.58	-4.9	3.1	-0.31	-0.41	0.15	-0.33	
g248	0.61	-1.15	0.53	-0.48	-0.3	1.67	0.81	0.8	3.09	1.46	1.91	2.1	-1.21	3.07	0.28	1.71	-0.01	-0.68	-0.27	2.22	
g249	-0.57	0.52	-1.61	-0.99	-1.59	-1.17	-1.27	-2.05	-2.14	-1.42	-1.11	-1.05	-3.81	-1.45	-1.98	-0.49	-0.47	-0.44	-0.17	-0.78	
g250	0.95	-0.86	0.24	0.61	4.48	-0.9	1.7	-0.21	-1.98	0.73	-0.11	-0.06	-1.35	1.82	-0.59	3.11	-0.96	-0.3	-0.78	-1.66	
g251	-0.14	2.28	1.41	-0.66	-0.29	-1.77	-2.24	-1.59	1.03	3.34	-0.66	-1.91	-2.97	-4.0	2.32	-0.03	2.4	-0.17	-0.47	0.46	
g252	0.76	-1.69	0.16	-2.42	-0.88	-0.71	-2.24	0.24	0.76	-0.01	-0.03	0.16	-0.63	-0.7	-2.31	-1.04	-2.5	-1.08	-0.45	-1.94	
g253	0.88	1.56	-0.12	2.34	1.27	-3.52	-0.94	3.22	0.81	0.7	0.59	1.04	3.74	0.76	-0.49	1.18	-0.8	-1.29	-0.8	-0.43	
g254	-3.12	1.15	-1.52	0.04	0.11	-3.33	3.12	-0.28	-1.6	0.96	-0.16	0.36	3.15	0.54	-3.71	-2.46	-4.65	-1.07	-1.08	-0.04	
g255	-0.02	-2.7	-0.45	-0.78	-1.41	0.37	-0.49	-0.45	-2.12	-0.26	-0.64	0.76	-0.87	-2.4	-0.08	0.45	0.47	-1.39	-0.73	1.36	
g256	1.03	0.22	0.68	1.24	-0.58	0.36	0.31	0.75	-1.0	-1.57	-1.14	-0.64	2.81	-2.78	-1.16	-1.25	-0.82	-0.7	-0.39	-1.41	
g257	1.11	0.79	-1.17	-1.32	-2.56	3.37	0.94	1.4	-0.02	-0.46	-0.14	-0.85	4.06	0.42	1.08	-1.84	0.64	-0.58	-0.08	-0.07	
g258	-0.66	-0.27	0.4	1.12	3.32	-1.84	-0.41	-1.44	2.14	-0.63	-0.73	0.67	-0.1	0.65	1.6	-1.91	-0.88	-0.41	0.04	0.03	
g259	-0.53	0.51	5.59	-2.51	-0.09	-0.74	-0.22	0.61	-3.56	-0.69	-0.33	-1.2	5.18	-2.28	-1.21	-2.26	-0.48	-0.92	0.03	1.19	
g260	-2.68	-0.88	1.63	-0.94	1.91	-2.3	-0.5	-2.55	-1.84	-1.04	1.82	0.67	1.67	0.86	0.68	-0.45	4.74	-1.41	4.9	0.27	
g261	1.6	0.32	-3.72	-0.91	-0.62	-0.03	0.4	-4.19	-3.97	-1.1	0.09	1.02	0.01	0.09	0.65	-2.19	-0.25	-4.66	1.94	3.4	
g262	-0.89	-0.11	-2.5	-0.84	0.65	1.66	0.04	2.42	-2.1	-1.48	-4.65	-0.63	-0.34	0.45	0.88	-2.71	0.13	1.41	-1.96	1.52	
g263	0.9	-1.39	-0.12	-2.05	1.98	-0.08	-0.02	0.09	-0.21	-0.07	-0.12	-0.03	-2.39	-0.15	-1.58	0.53	-1.41	-0.72	-0.2	-1.34	
g264	0.09	-1.91	-2.11	-2.1	-0.96	-0.07	-0.75	-0.62	0.44	-0.28	-0.07	0.13	0.31	-0.43	-1.8	-0.18	-2.4	-0.7	-0.69	-2.1	
g265	0.75	1.86	1.06	1.72	-0.64	-1.6	-1.59	-0.54	-1.72	-0.59	-0.51	-0.2	2.69	-1.17	-0.02	0.58	-0.07	-0.07	-0.14	0.57	
g266	3.05	-2.37	-0.47	1.53	-1.08	-0.72	-2.86	-0.66	1.08	-0.21	0.35	0.47	-0.9	-1.21	-0.51	-2.75	0.39	-0.3	0.02	-3.08	
g267	2.61	1.0	1.03	-0.02	-0.63	-0.45	-4.01	-0.67	-0.28	-0.07	-0.01	0.65	1.93	-0.51	-0.13	0.73	0.72	-0.09	0.16	0.96	
g268	1.07	-0.07	-2.03	0.55	3.52	4.16	0.27	0.07	0.27	1.46	-0.96	-1.56	0.37	2.44	-2.6	1.33	0.76	-0.64	-0.23	1.31	
g269	-1.74	-0.95	-0.12	-0.63	-4.28	-1.99	-1.92	-0.5	-0.54	-0.4	-0.56	-0.37	-1.43	0.28	-1.42	-1.27	-1.26	-1.05	-0.97	-1.12	
g270	0.42	-3.84	0.24	-2.09	-0.59	0.61	-1.06	-1.59	-1.02	-0.28	-0.09	0.99	-0.07	1.17	-1.61	2.05	-0.2	-0.24	-0.03	-6.31	
g271	0.68	0.05	0.56	2.66	-2.5	0.12	-0.11	0.16	-1.76	0.4	-0.21	-0.51	-1.43	-0.33	0.44	1.7	1.08	-0.38	-0.51	-0.07	
g272	0.5	-3.35	0.63	-2.11	1.38	-1.14	-3.56	3.65	-2.11	3.66	-0.33	-0.07	-1.61	0.32	-0.3	1.61	1.33	-0.93	-0.5	0.61	
g273	-0.67	-2.15	-3.72	0.34	-2.15	0.94	3.14	1.59	-2.32	-1.97	-0.55	-0.06	-0.37	-0.79	-0.51	-0.08	0.56	-0.84	-0.26	-0.57	
g274	1.59	0.66	-0.51	-2.75	-1.52	-2.15	-3.69	0.05	-0.22	1.62	-2.92	-1.58	-2.2	2.24	0.61	0.01	0.31	-1.99	-0.99	-1.03	
g275	4.2	-1.42	-0.16	-0.37	-0.83	-5.55	6.11	0.62	-1.65	-0.38	-0.27	0.25	4.91	4.47	0.13	0.29	-3.83	-0.28	-3.31	-2.45	
g276	-0.83	-5.96	-1.88	-1.27	2.12	1.29	-1.02	-1.83	-0.65	2.23	0.34	1.65	-3.43	0.92	-1.03	-4.51	-0.47	-0.36	-0.44	-0.67	
g277	1.38	-1.55	-0.06	-0.14	0.68	-1.08	7.29	-0.31	0.02	2.97	0.1	0.84	2.01	0.91	-0.54	-1.36	-0.97	4.91	-0.36	1.06	
g278	0.98	-1.98	0.61	2.94	0.22	0.28	-1.36	1.19	1.36	0.11	1.87	1.0	1.98	0.25	0.03	0.52	0.86	0.3	0.33	0.69	
g279	0.27	4.04	1.87	0.43	0.46	0.18	-0.49	3.69	1.98	1.33	0.21	0.5	0.55	1.66	2.74	1.76	1.36	0.48	0.99	2.37	
g280	-1.17	-4.07	-0.5	-0.34	-0.55	-0.35	-3.75	-0.95	-0.79	-0.8	-0.37	-0.9	-3.65	3.1	-1.92	-2.96	-0.95	-0.51	0.59	-0.16	
g281	-1.82	0.46	-2.33	-1.08	-1.5	0.83	-1.38	-0.61	1.98	-2.32	-0.64	-0.09	-0.43	-1.78	-0.56	1.06	0.9	-0.42	0.25	-0.62	
g282	0.25	-2.12	-2.1	-3.37	0.46	1.62	-0.87	1.04	0.47	2.25	1.77	1.66	-1.83	3.27	-2.13	0.14	-2.26	0.52	1.21	-0.96	
g283	-0.57	-0.84	-1.49	-1.24	-0.49	0.85	1.7	0.6	-1.98	0.0	-0.09	0.5	2.56	0.97	0.07	0.45	0.4	-0.41	0.33	-0.55	
g284	0.09	0.4	-5.52	1.06	-1.14	-0.58	-1.31	-2.11	-3.83	-1.91	0.14	0.84	-1.03	2.63	-2.74	-2.76	-0.81	1.22	-0.49	-1.95	
g285	-1.55	-1.59	-1.02	-1.05	4.11	-0.3	0.52	-0.84	2.11	1.38	1.32	1.03	1.44	-2.89	1.06	0.79	-0.18	-0.41	-0.14	0.22	
g286	-2.32	0.64	1.22	1.92	-0.59	-2.06	-0.56	-1.63	-1.17	-2.47	-3.05	-2.22	0.25	-0.59	1.29	-3.25	1.62	-0.24	-1.65	-0.38	
g287	-2.48	-3.52	0.26	-0.92	0.9	-1.6	-5.34	0.08	-0.65	-0.73	-0.47	-0.47	3.09	-0.36	0.59	-1.24	0.48	-0.08	0.56	0.71	
g288	-1.86	0.47	2.53	1.11	2.28	1.69	3.49	2.23	-2.5	-1.19	-1.21	-0.47	-0.4	0.99	-0.34	-0.19	-1.05	0.37	-0.14	0.51	
